0.26316738;-0.24246193;0.12636985;0.22962275;0.022055695,-0.7623522;-0.26850814;-0.18290576;-0.29500723;-0.19182336
-0.80296445;-0.2838064;0.14016002;0.33617234;0.022173487,0.13186026;-0.1639747;-0.15114301;-0.23302886;-0.17572227
0.12844443;0.04551842;0.0453951;-0.797911;0.29520926,-0.7732346;-0.24379541;-0.18414348;-0.14772943;-0.14876422
0.7696724;0.685771;0.028171672;-0.40016675;0.1791206,0.080941916;0.30261457;-0.13617687;0.30757463;-0.13686886
0.704931;0.48328674;0.03773706;-0.101801865;0.08465132,-0.09706855;-0.19924721;-0.17542161;0.5429612;-0.17324565
-0.8384292;-0.56106484;0.23342462;0.38846943;0.042425524,-0.29464483;-0.34079978;-0.23360424;-0.34830675;-0.23644423
-0.07026267;0.5633408;0.04679038;-0.47050604;0.20547292,0.17427516;-0.37458143;-0.25092897;0.5179707;-0.1713904
0.5108342;0.110307105;0.045979094;0.71696454;0.052882127,-0.27543664;-0.22303985;-0.19388974;0.41097078;-0.15426989
-0.34434557;0.55287504;0.053949513;0.51042604;0.05313121,0.9289665;-0.5987623;-0.3453841;-0.02984741;-0.11432676
-0.49009967;0.21439546;0.04848497;-0.07523671;0.07052989,-0.55135894;-0.17883912;-0.17867188;0.41245;-0.15019095
0.5334382;-0.14216675;0.09105434;-0.64917016;0.25925905,0.618243;-0.057048645;-0.1234906;-0.13194433;-0.15822008
-0.02327013;0.54369617;0.058949433;0.09261372;0.046720456,0.16985655;0.29909956;-0.12726626;0.29153758;-0.12629524
-0.80973554;-0.23507193;0.11627554;0.37980136;0.05568677,0.9624412;0.5294721;-0.15122467;-0.50524336;-0.31959328
-0.6528995;0.04749783;0.046229303;0.06913626;0.046550173,0.19965148;-0.09869725;-0.14057834;-0.26056656;-0.21615647
0.479558;0.0023612569;0.041073613;-0.28304958;0.12433572,0.5974138;0.46138683;-0.12919703;-0.5058933;-0.32025945
0.30465984;-0.15237144;0.079610616;-0.6401678;0.22998814,0.49003196;-0.1221535;-0.14922336;-0.53493506;-0.33124882
-0.09704065;-0.1953894;0.089849934;0.37623075;0.070218995,-0.5865543;-0.15480976;-0.16366768;0.1846172;-0.0926016
-0.8731079;0.6651778;0.10106536;0.23209485;0.06348451,-0.80886173;0.1866079;-0.08750831;0.5123328;-0.10772372
0.5829141;0.10532638;0.05356606;0.687799;0.11347219,-0.029295683;0.08167098;-0.07614589;-0.40237355;-0.26918072
-0.20535445;-0.3703865;0.12923968;-0.18883131;0.0773724,0.7467692;0.09842562;-0.07257627;-0.18610764;-0.17014539
-0.12581801;-0.17412904;0.06981246;0.39759338;0.09893113,0.7301538;0.33767852;-0.072659664;-0.07953419;-0.1147581
0.874876;0.10532552;0.059772454;0.7137963;0.15185091,0.38697362;-0.37334824;-0.2441365;0.06059546;-0.06664335
-0.9533644;0.44145408;0.118583255;0.05974646;0.052586965,0.4358027;-0.13037546;-0.13270408;-0.013855439;-0.080104
0.852329;0.038952693;0.04773442;0.12925912;0.06729285,0.053026676;-0.08018154;-0.10458118;0.26869318;-0.04938998
-0.33062553;0.3515156;0.115333565;0.2981347;0.10451214,-0.7361362;0.09920729;-0.051254377;-0.28088433;-0.19036236
0.5612798;-0.061418384;0.027412724;-0.019104825;0.02823751,-0.8453398;-0.61800146;-0.31801283;0.08284533;-0.046838235
0.63957953;0.22049369;0.094403744;0.3375069;0.121325694,-0.77401996;0.104841776;-0.041373923;0.05852885;-0.0456163
-0.94261265;0.36346227;0.13245803;-0.048292607;0.023365643,0.7295542;0.23352529;-0.021750491;0.6643307;0.014075549
-0.69366765;0.510993;0.17081648;0.63178974;0.1993855,0.110219955;-0.23753887;-0.15237862;0.36200666;-0.0011001042
-0.045348644;-0.0037681006;0.031541765;0.13627642;0.080130756,-0.557981;-0.1417083;-0.10938888;0.004582607;-0.05007285
0.24061918;0.035689786;0.04890081;-0.42250332;0.068475395,-0.24337077;0.42554733;0.024542928;0.053871155;-0.028760288
0.2822814;-0.2514169;0.037147857;0.017708609;0.041422106,-0.4784875;-0.26562625;-0.14788613;0.17733507;-0.0018962639
-0.56007075;0.14584114;0.08214077;0.749429;0.23655318,-0.6143384;0.1643357;0.0018856553;0.05189788;-0.02002619
-0.8394191;-0.06796398;0.016868107;0.20272978;0.094671786,-0.8780637;-0.16768911;-0.10242826;-0.2903827;-0.14567153
-0.91064215;0.24976954;0.105085246;0.42434236;0.14909483,0.5346005;0.5427998;0.08123315;0.50539446;0.07461713
0.2552352;0.11643775;0.07027578;-0.046978425;0.018227978,0.19721913;-0.2124113;-0.10758063;0.36547014;0.057723995
-0.3334751;-0.113630466;0.0153034385;0.21717493;0.09558508,-0.9964242;0.071362674;0.0034890377;0.1448512;0.019840507
-0.4332869;-0.104903616;0.015360998;0.24723992;0.10271134,0.7911012;-0.15457253;-0.078289285;-0.59181184;-0.21302694
0.72848034;0.1659557;0.082379065;0.3868653;0.13800766,0.1029861;0.41964567;0.09263375;-0.21874505;-0.09315849
-0.5882447;-0.122496456;0.016002154;-0.22361371;0.016729532,-0.06566954;-0.13669206;-0.06224841;0.017166538;-0.0046149213
-0.0035095215;0.4491013;0.1545022;0.26394394;0.10730992,0.9570074;0.40776372;0.10583264;0.21913734;0.057609394
0.26597977;-0.06573189;0.021293065;0.04022337;0.052754585,-0.6036658;0.045973204;0.01593882;0.12802517;0.03878977
0.7843356;0.237267;0.100354;-0.033895437;0.02905501,-0.7533505;-0.31831285;-0.09489765;0.566738;0.16441977
0.8122997;0.14812179;0.0784579;-0.4052201;0.022642544,0.02195549;0.6480385;0.19559844;-0.50178015;-0.13136348
-0.12999463;0.25438124;0.103809334;0.506725;0.16749907,-0.6423757;0.13328266;0.05344618;-0.2823209;-0.071494244
0.82571006;0.17321192;0.08299841;0.296354;0.1139504,0.31908035;0.12203661;0.054322343;-0.5182529;-0.11439923
