-0.3909588;-0.11136882;0.0076196734;0.044298023;-0.0004944701,-0.28826237;-0.0002993394;2.3087581e-05;0.016597282;0.0052636988
0.063947916;-0.07753081;0.007191117;-0.06539233;0.0062012677,0.9922428;0.3699857;0.10817828;0.06645794;0.016885635
0.2848208;-0.011868038;0.00225539;-0.053324718;0.0066116806,0.9770806;-0.09676043;-0.0008189853;-0.054984257;-0.0029554614
0.9274168;-0.036797505;0.0060343477;0.22048968;-0.020487051,0.43943644;0.058739122;0.007216048;-0.04425015;-0.006457207
0.7191808;0.0018835904;-0.0043125604;0.019774882;-0.011120326,-0.071567535;0.14924978;0.026545862;-0.0853626;-0.00872375
-0.4158945;-0.14700548;0.021415448;0.082735926;-0.020724155,-0.46244836;0.017500475;-0.007964687;0.16736004;0.026197826
0.68073106;-0.03968977;0.008910092;0.016451132;-0.013333706,-0.3814056;-0.06821492;-0.015763666;0.076896995;0.0008000373
0.6327441;-0.02223397;0.005542913;0.12202627;-0.032521844,-0.24339128;0.11669882;0.005822589;0.025153011;-0.011763649
0.37913227;0.09945698;-0.033402756;-0.11408951;0.023313772,0.19601274;-0.13910125;-0.024090061;0.29236165;0.036856525
0.79492784;-0.17579661;0.035463776;0.05313961;-0.027655788,0.31496978;0.18123491;0.009662643;-0.11049593;-0.027218228
-0.5657928;0.07086302;-0.03326478;-0.035576835;0.01171799,0.9630418;-0.28355423;-0.038332064;0.2510371;0.016994402
-0.4463277;-0.30458212;0.06504635;0.4881932;-0.10559816,-0.02434206;0.24853687;0.0105749145;-0.02120124;-0.025831396
-0.89015937;0.12255383;-0.047766916;0.049715687;-0.029633785,0.63198805;-0.117308065;-0.038942724;-0.09006858;-0.036834132
-0.9988134;0.19334428;-0.06475595;0.576643;-0.13580757,-0.14175797;-0.09102308;-0.04021657;-0.24306025;-0.052656356
0.8691735;0.11251598;-0.047201674;0.210148;-0.070319444,-0.5704622;-0.15041599;-0.04986007;0.18786746;-0.015424069
-0.32605934;0.20307162;-0.06970418;0.15893927;-0.058917806,-0.744153;0.07534044;-0.030230435;-0.076217644;-0.045001574
-0.6560979;-0.16105738;0.057916127;-0.14155063;0.05328427,-0.12665105;-0.13016284;-0.056073245;0.17779604;-0.02628414
0.26350522;0.18868193;-0.06581032;0.54314226;-0.14817713,0.28859663;-0.36943838;-0.08923033;0.15881594;-0.032402337
0.21535754;0.38495198;-0.11270932;-0.032661814;0.02779028,-0.6024523;-0.10985759;-0.06072369;-0.13336623;-0.06449922
-0.17201614;0.4085559;-0.11664113;-0.27456632;0.091406554,-0.37319875;0.0531429;-0.043754436;-0.21903278;-0.08197259
-0.4824245;0.45015052;-0.12351489;-0.20657924;0.07706839,-0.11032772;-0.09293592;-0.065277405;0.35364455;-0.039872784
0.3315704;0.102601014;-0.032579005;-0.05035702;0.041106485,0.8019099;0.42379427;-0.045323517;-0.17686081;-0.08521124
-0.5982747;-0.43394005;0.13433793;0.11816623;-0.03330135,0.6272521;0.19286492;-0.055544738;-0.06084716;-0.06557714
-0.20805192;-0.25008926;0.09353552;-0.022913849;0.036228668,0.9170079;0.29700005;-0.061609145;-0.17156403;-0.09351049
0.563571;-0.077042125;0.05497365;-0.35566092;0.120735765,0.34715247;0.087563455;-0.062064447;0.19304217;-0.065213285
-0.0037589073;0.6929846;-0.13756214;0.10033889;-0.01504564,-0.47797084;-0.26158273;-0.12385602;0.28834984;-0.07357992
-0.34912872;0.63580495;-0.115212776;0.4328156;-0.07690439,0.5452466;0.18324801;-0.07451475;0.40209764;-0.08442693
-0.08426952;0.46357682;-0.07269895;-0.27102774;0.11154858,-0.6343353;-0.16676943;-0.11150677;0.062482838;-0.07042204
0.08250356;-0.1834741;0.09381914;-0.43678775;0.15795916,-0.94602346;0.42833784;-0.10053682;-0.276055;-0.14509255
0.23872566;-0.27554074;0.12060788;-0.12968537;0.082244836,-0.6155741;0.07579231;-0.07863369;-0.21999952;-0.13571037
-0.40592766;0.17536303;-0.0019514469;0.33205956;-0.023904728,0.55716133;0.6893497;-0.13761465;-0.19036627;-0.13257374
-0.018954039;-0.43532363;0.17127237;0.55823475;-0.041646034,-0.3860829;-0.089577086;-0.106616795;0.003126005;-0.08410662
0.9000013;0.57380354;-0.031042058;0.31222063;-0.005154571,-0.68350863;0.23237588;-0.10723972;-0.037227258;-0.09399158
0.915154;0.061473016;0.031332463;0.34368247;-0.00016986007,-0.8163252;-0.13068052;-0.12777074;0.3835046;-0.12878633
0.27458644;0.44408458;0.0006606977;0.51595014;-0.0041373456,-0.17064357;-0.37108564;-0.21092336;0.33606678;-0.12777837
