max-path-return_agent_0,mean-path-return_agent_0,last-path-return_agent_0,max-path-return_agent_1,mean-path-return_agent_1,last-path-return_agent_1,episodes,total-samples
-13.084357,-13.084357,-13.084357,-13.084357,-13.084357,-13.084357,1,1
-12.992551,-12.992551,-12.992551,-12.992551,-12.992551,-12.992551,2,2
-12.992551,-13.64918,-13.64918,-12.992551,-13.64918,-13.64918,3,3
-12.992551,-13.653025,-13.653025,-12.992551,-13.653025,-13.653025,4,4
