max-path-return_agent_0,mean-path-return_agent_0,last-path-return_agent_0,max-path-return_agent_1,mean-path-return_agent_1,last-path-return_agent_1,episodes,total-samples
-13.362479,-13.916984,-13.916984,-13.362479,-13.916984,-13.916984,107,107
-13.362479,-14.290906,-14.290906,-13.362479,-14.290906,-14.290906,108,108
-13.362479,-14.190615,-14.190615,-13.362479,-14.190615,-14.190615,109,109
-13.362479,-14.260477,-14.260477,-13.362479,-14.260477,-14.260477,110,110
-13.362479,-14.112662,-14.112662,-13.362479,-14.112662,-14.112662,111,111
-13.362479,-14.41801,-14.41801,-13.362479,-14.41801,-14.41801,112,112
-13.362479,-13.5359745,-13.5359745,-13.362479,-13.5359745,-13.5359745,113,113
-13.362479,-13.801346,-13.801346,-13.362479,-13.801346,-13.801346,114,114
-13.362479,-13.939277,-13.939277,-13.362479,-13.939277,-13.939277,115,115
-13.362479,-15.143692,-15.143692,-13.362479,-15.143692,-15.143692,116,116
-13.362479,-13.702247,-13.702247,-13.362479,-13.702247,-13.702247,117,117
-13.362479,-14.327884,-14.327884,-13.362479,-14.327884,-14.327884,118,118
-13.362479,-14.562912,-14.562912,-13.362479,-14.562912,-14.562912,119,119
-13.362479,-13.623883,-13.623883,-13.362479,-13.623883,-13.623883,120,120
-13.316785,-13.316785,-13.316785,-13.316785,-13.316785,-13.316785,121,121
-13.316785,-14.251502,-14.251502,-13.316785,-14.251502,-14.251502,122,122
-13.316785,-13.721003,-13.721003,-13.316785,-13.721003,-13.721003,123,123
-13.316785,-13.584742,-13.584742,-13.316785,-13.584742,-13.584742,124,124
-13.316785,-13.903687,-13.903687,-13.316785,-13.903687,-13.903687,125,125
-13.316785,-14.223529,-14.223529,-13.316785,-14.223529,-14.223529,126,126
-13.316785,-13.710154,-13.710154,-13.316785,-13.710154,-13.710154,127,127
-13.316785,-13.488912,-13.488912,-13.316785,-13.488912,-13.488912,128,128
-13.316785,-15.404204,-15.404204,-13.316785,-15.404204,-15.404204,129,129
-13.316785,-14.449552,-14.449552,-13.316785,-14.449552,-14.449552,130,130
-13.316785,-14.238986,-14.238986,-13.316785,-14.238986,-14.238986,131,131
-13.316785,-14.186798,-14.186798,-13.316785,-14.186798,-14.186798,132,132
-13.316785,-14.174129,-14.174129,-13.316785,-14.174129,-14.174129,133,133
-13.316785,-13.395488,-13.395488,-13.316785,-13.395488,-13.395488,134,134
-13.316785,-13.541681,-13.541681,-13.316785,-13.541681,-13.541681,135,135
-13.316785,-14.136935,-14.136935,-13.316785,-14.136935,-14.136935,136,136
-13.316785,-13.990091,-13.990091,-13.316785,-13.990091,-13.990091,137,137
-13.316785,-13.822623,-13.822623,-13.316785,-13.822623,-13.822623,138,138
-13.316785,-13.814361,-13.814361,-13.316785,-13.814361,-13.814361,139,139
-13.316785,-13.499771,-13.499771,-13.316785,-13.499771,-13.499771,140,140
-13.316785,-13.690539,-13.690539,-13.316785,-13.690539,-13.690539,141,141
-13.316785,-13.495128,-13.495128,-13.316785,-13.495128,-13.495128,142,142
-13.316785,-14.963611,-14.963611,-13.316785,-14.963611,-14.963611,143,143
-13.316785,-15.411994,-15.411994,-13.316785,-15.411994,-15.411994,144,144
-13.316785,-13.449313,-13.449313,-13.316785,-13.449313,-13.449313,145,145
-13.316785,-14.527463,-14.527463,-13.316785,-14.527463,-14.527463,146,146
-13.316785,-14.324363,-14.324363,-13.316785,-14.324363,-14.324363,147,147
-13.316785,-14.047195,-14.047195,-13.316785,-14.047195,-14.047195,148,148
-13.316785,-13.524681,-13.524681,-13.316785,-13.524681,-13.524681,149,149
-13.316785,-13.458061,-13.458061,-13.316785,-13.458061,-13.458061,150,150
-13.316785,-13.720767,-13.720767,-13.316785,-13.720767,-13.720767,151,151
-13.316785,-14.361249,-14.361249,-13.316785,-14.361249,-14.361249,152,152
-13.242633,-13.242633,-13.242633,-13.242633,-13.242633,-13.242633,153,153
-13.242633,-13.423683,-13.423683,-13.242633,-13.423683,-13.423683,154,154
-13.242633,-13.577405,-13.577405,-13.242633,-13.577405,-13.577405,155,155
-13.242633,-14.569321,-14.569321,-13.242633,-14.569321,-14.569321,156,156
-13.242633,-13.891452,-13.891452,-13.242633,-13.891452,-13.891452,157,157
-13.242633,-14.047312,-14.047312,-13.242633,-14.047312,-14.047312,158,158
-13.242633,-13.686403,-13.686403,-13.242633,-13.686403,-13.686403,159,159
-13.242633,-13.50841,-13.50841,-13.242633,-13.50841,-13.50841,160,160
-13.242633,-13.991351,-13.991351,-13.242633,-13.991351,-13.991351,161,161
-13.242633,-13.540843,-13.540843,-13.242633,-13.540843,-13.540843,162,162
-13.242633,-13.677355,-13.677355,-13.242633,-13.677355,-13.677355,163,163
-13.242633,-14.00443,-14.00443,-13.242633,-14.00443,-14.00443,164,164
-13.242633,-14.115302,-14.115302,-13.242633,-14.115302,-14.115302,165,165
-13.242633,-13.941788,-13.941788,-13.242633,-13.941788,-13.941788,166,166
-13.242633,-14.862323,-14.862323,-13.242633,-14.862323,-14.862323,167,167
-13.242633,-14.194661,-14.194661,-13.242633,-14.194661,-14.194661,168,168
-13.242633,-14.077102,-14.077102,-13.242633,-14.077102,-14.077102,169,169
-13.242633,-14.025888,-14.025888,-13.242633,-14.025888,-14.025888,170,170
-13.242633,-13.816401,-13.816401,-13.242633,-13.816401,-13.816401,171,171
-13.242633,-14.556561,-14.556561,-13.242633,-14.556561,-14.556561,172,172
-13.242633,-14.944577,-14.944577,-13.242633,-14.944577,-14.944577,173,173
-13.242633,-13.811716,-13.811716,-13.242633,-13.811716,-13.811716,174,174
-13.242633,-13.794131,-13.794131,-13.242633,-13.794131,-13.794131,175,175
-13.242633,-13.534166,-13.534166,-13.242633,-13.534166,-13.534166,176,176
-13.242633,-14.173961,-14.173961,-13.242633,-14.173961,-14.173961,177,177
-13.242633,-14.114081,-14.114081,-13.242633,-14.114081,-14.114081,178,178
-13.242633,-14.634345,-14.634345,-13.242633,-14.634345,-14.634345,179,179
-13.242633,-14.031906,-14.031906,-13.242633,-14.031906,-14.031906,180,180
-13.242633,-14.185226,-14.185226,-13.242633,-14.185226,-14.185226,181,181
-13.242633,-14.257998,-14.257998,-13.242633,-14.257998,-14.257998,182,182
-13.242633,-14.015086,-14.015086,-13.242633,-14.015086,-14.015086,183,183
-13.242633,-13.940096,-13.940096,-13.242633,-13.940096,-13.940096,184,184
-13.242633,-13.352594,-13.352594,-13.242633,-13.352594,-13.352594,185,185
-13.242633,-13.46846,-13.46846,-13.242633,-13.46846,-13.46846,186,186
-13.242633,-14.396823,-14.396823,-13.242633,-14.396823,-14.396823,187,187
-13.242633,-14.390924,-14.390924,-13.242633,-14.390924,-14.390924,188,188
-13.242633,-13.888919,-13.888919,-13.242633,-13.888919,-13.888919,189,189
-13.242633,-14.8265915,-14.8265915,-13.242633,-14.8265915,-14.8265915,190,190
-13.242633,-14.360534,-14.360534,-13.242633,-14.360534,-14.360534,191,191
-13.242633,-13.5019045,-13.5019045,-13.242633,-13.5019045,-13.5019045,192,192
-13.242633,-14.203147,-14.203147,-13.242633,-14.203147,-14.203147,193,193
-13.242633,-14.253464,-14.253464,-13.242633,-14.253464,-14.253464,194,194
-13.242633,-13.395874,-13.395874,-13.242633,-13.395874,-13.395874,195,195
-13.242633,-14.051967,-14.051967,-13.242633,-14.051967,-14.051967,196,196
-13.242633,-14.802096,-14.802096,-13.242633,-14.802096,-14.802096,197,197
-13.242633,-14.91144,-14.91144,-13.242633,-14.91144,-14.91144,198,198
-13.242633,-14.401832,-14.401832,-13.242633,-14.401832,-14.401832,199,199
-13.242633,-13.710416,-13.710416,-13.242633,-13.710416,-13.710416,200,200
-13.242633,-14.503932,-14.503932,-13.242633,-14.503932,-14.503932,201,201
-13.242633,-14.302817,-14.302817,-13.242633,-14.302817,-14.302817,202,202
