max-path-return_agent_0,mean-path-return_agent_0,last-path-return_agent_0,max-path-return_agent_1,mean-path-return_agent_1,last-path-return_agent_1,episodes,total-samples
-11.757731,-12.756217,-12.756217,-11.757731,-12.756217,-12.756217,30,30
-11.757731,-12.962112,-12.962112,-11.757731,-12.962112,-12.962112,31,31
-11.757731,-13.172012,-13.172012,-11.757731,-13.172012,-13.172012,32,32
-11.757731,-12.882878,-12.882878,-11.757731,-12.882878,-12.882878,33,33
-11.757731,-12.599808,-12.599808,-11.757731,-12.599808,-12.599808,34,34
-11.757731,-12.979484,-12.979484,-11.757731,-12.979484,-12.979484,35,35
-11.757731,-12.473981,-12.473981,-11.757731,-12.473981,-12.473981,36,36
-11.757731,-12.291323,-12.291323,-11.757731,-12.291323,-12.291323,37,37
-11.757731,-12.804987,-12.804987,-11.757731,-12.804987,-12.804987,38,38
-11.757731,-12.663375,-12.663375,-11.757731,-12.663375,-12.663375,39,39
-11.757731,-12.522194,-12.522194,-11.757731,-12.522194,-12.522194,40,40
-11.757731,-12.798926,-12.798926,-11.757731,-12.798926,-12.798926,41,41
-11.757731,-12.991379,-12.991379,-11.757731,-12.991379,-12.991379,42,42
-11.757731,-12.8202915,-12.8202915,-11.757731,-12.8202915,-12.8202915,43,43
-11.757731,-12.886261,-12.886261,-11.757731,-12.886261,-12.886261,44,44
-11.757731,-12.92983,-12.92983,-11.757731,-12.92983,-12.92983,45,45
-11.757731,-12.7745285,-12.7745285,-11.757731,-12.7745285,-12.7745285,46,46
-11.757731,-13.1520605,-13.1520605,-11.757731,-13.1520605,-13.1520605,47,47
-11.757731,-13.064957,-13.064957,-11.757731,-13.064957,-13.064957,48,48
-11.757731,-12.939557,-12.939557,-11.757731,-12.939557,-12.939557,49,49
-11.757731,-12.356407,-12.356407,-11.757731,-12.356407,-12.356407,50,50
-11.757731,-12.294848,-12.294848,-11.757731,-12.294848,-12.294848,51,51
-11.757731,-13.001925,-13.001925,-11.757731,-13.001925,-13.001925,52,52
-11.757731,-12.648712,-12.648712,-11.757731,-12.648712,-12.648712,53,53
-11.757731,-13.160921,-13.160921,-11.757731,-13.160921,-13.160921,54,54
-11.757731,-12.527818,-12.527818,-11.757731,-12.527818,-12.527818,55,55
-11.757731,-12.48727,-12.48727,-11.757731,-12.48727,-12.48727,56,56
-11.757731,-12.575283,-12.575283,-11.757731,-12.575283,-12.575283,57,57
-11.757731,-12.495113,-12.495113,-11.757731,-12.495113,-12.495113,58,58
-11.757731,-12.750282,-12.750282,-11.757731,-12.750282,-12.750282,59,59
-11.757731,-12.769923,-12.769923,-11.757731,-12.769923,-12.769923,60,60
-11.757731,-12.368855,-12.368855,-11.757731,-12.368855,-12.368855,61,61
-11.757731,-12.876136,-12.876136,-11.757731,-12.876136,-12.876136,62,62
-11.757731,-12.702794,-12.702794,-11.757731,-12.702794,-12.702794,63,63
-11.757731,-13.017075,-13.017075,-11.757731,-13.017075,-13.017075,64,64
-11.757731,-12.357978,-12.357978,-11.757731,-12.357978,-12.357978,65,65
-11.757731,-12.899086,-12.899086,-11.757731,-12.899086,-12.899086,66,66
-11.757731,-12.807246,-12.807246,-11.757731,-12.807246,-12.807246,67,67
-11.757731,-13.044167,-13.044167,-11.757731,-13.044167,-13.044167,68,68
-11.757731,-12.9600315,-12.9600315,-11.757731,-12.9600315,-12.9600315,69,69
-11.757731,-13.209697,-13.209697,-11.757731,-13.209697,-13.209697,70,70
-11.757731,-12.956133,-12.956133,-11.757731,-12.956133,-12.956133,71,71
-11.757731,-12.595695,-12.595695,-11.757731,-12.595695,-12.595695,72,72
-11.757731,-12.895777,-12.895777,-11.757731,-12.895777,-12.895777,73,73
-11.757731,-12.679626,-12.679626,-11.757731,-12.679626,-12.679626,74,74
-11.757731,-12.206415,-12.206415,-11.757731,-12.206415,-12.206415,75,75
-11.757731,-13.330658,-13.330658,-11.757731,-13.330658,-13.330658,76,76
-11.757731,-13.052017,-13.052017,-11.757731,-13.052017,-13.052017,77,77
-11.757731,-13.149747,-13.149747,-11.757731,-13.149747,-13.149747,78,78
-11.757731,-12.612456,-12.612456,-11.757731,-12.612456,-12.612456,79,79
-11.757731,-12.813327,-12.813327,-11.757731,-12.813327,-12.813327,80,80
-11.757731,-12.484926,-12.484926,-11.757731,-12.484926,-12.484926,81,81
-11.757731,-13.369784,-13.369784,-11.757731,-13.369784,-13.369784,82,82
-11.757731,-13.032458,-13.032458,-11.757731,-13.032458,-13.032458,83,83
-11.757731,-12.683258,-12.683258,-11.757731,-12.683258,-12.683258,84,84
-11.757731,-12.797999,-12.797999,-11.757731,-12.797999,-12.797999,85,85
-11.757731,-12.795085,-12.795085,-11.757731,-12.795085,-12.795085,86,86
-11.757731,-13.022647,-13.022647,-11.757731,-13.022647,-13.022647,87,87
-11.757731,-13.644393,-13.644393,-11.757731,-13.644393,-13.644393,88,88
-11.757731,-12.805634,-12.805634,-11.757731,-12.805634,-12.805634,89,89
-11.757731,-12.632952,-12.632952,-11.757731,-12.632952,-12.632952,90,90
-11.757731,-12.303691,-12.303691,-11.757731,-12.303691,-12.303691,91,91
-11.757731,-12.797948,-12.797948,-11.757731,-12.797948,-12.797948,92,92
-11.757731,-12.753222,-12.753222,-11.757731,-12.753222,-12.753222,93,93
-11.757731,-13.252444,-13.252444,-11.757731,-13.252444,-13.252444,94,94
-11.757731,-13.045108,-13.045108,-11.757731,-13.045108,-13.045108,95,95
-11.757731,-13.476633,-13.476633,-11.757731,-13.476633,-13.476633,96,96
-11.757731,-12.854535,-12.854535,-11.757731,-12.854535,-12.854535,97,97
-11.757731,-13.057303,-13.057303,-11.757731,-13.057303,-13.057303,98,98
-11.757731,-12.968994,-12.968994,-11.757731,-12.968994,-12.968994,99,99
-11.757731,-12.751009,-12.751009,-11.757731,-12.751009,-12.751009,100,100
-11.757731,-12.871094,-12.871094,-11.757731,-12.871094,-12.871094,101,101
-11.757731,-12.4911995,-12.4911995,-11.757731,-12.4911995,-12.4911995,102,102
-11.757731,-12.718253,-12.718253,-11.757731,-12.718253,-12.718253,103,103
-11.757731,-12.894373,-12.894373,-11.757731,-12.894373,-12.894373,104,104
-11.757731,-12.816573,-12.816573,-11.757731,-12.816573,-12.816573,105,105
-11.757731,-12.913436,-12.913436,-11.757731,-12.913436,-12.913436,106,106
-11.757731,-13.322385,-13.322385,-11.757731,-13.322385,-13.322385,107,107
-11.757731,-12.617042,-12.617042,-11.757731,-12.617042,-12.617042,108,108
-11.757731,-13.082175,-13.082175,-11.757731,-13.082175,-13.082175,109,109
-11.757731,-13.221863,-13.221863,-11.757731,-13.221863,-13.221863,110,110
-11.757731,-12.918387,-12.918387,-11.757731,-12.918387,-12.918387,111,111
-11.757731,-12.581752,-12.581752,-11.757731,-12.581752,-12.581752,112,112
-11.757731,-12.892453,-12.892453,-11.757731,-12.892453,-12.892453,113,113
-11.757731,-12.92143,-12.92143,-11.757731,-12.92143,-12.92143,114,114
-11.757731,-13.131843,-13.131843,-11.757731,-13.131843,-13.131843,115,115
-11.757731,-13.130472,-13.130472,-11.757731,-13.130472,-13.130472,116,116
-11.757731,-12.76451,-12.76451,-11.757731,-12.76451,-12.76451,117,117
-11.757731,-12.546811,-12.546811,-11.757731,-12.546811,-12.546811,118,118
-11.757731,-12.866953,-12.866953,-11.757731,-12.866953,-12.866953,119,119
-11.757731,-12.796931,-12.796931,-11.757731,-12.796931,-12.796931,120,120
-11.757731,-12.814087,-12.814087,-11.757731,-12.814087,-12.814087,121,121
-11.757731,-13.426697,-13.426697,-11.757731,-13.426697,-13.426697,122,122
-11.757731,-13.016069,-13.016069,-11.757731,-13.016069,-13.016069,123,123
-11.757731,-12.730617,-12.730617,-11.757731,-12.730617,-12.730617,124,124
-11.757731,-13.499019,-13.499019,-11.757731,-13.499019,-13.499019,125,125
-11.757731,-12.0195465,-12.0195465,-11.757731,-12.0195465,-12.0195465,126,126
-11.757731,-12.585589,-12.585589,-11.757731,-12.585589,-12.585589,127,127
-11.757731,-13.295357,-13.295357,-11.757731,-13.295357,-13.295357,128,128
-11.757731,-12.742355,-12.742355,-11.757731,-12.742355,-12.742355,129,129
-11.757731,-12.623499,-12.623499,-11.757731,-12.623499,-12.623499,130,130
-11.757731,-12.369043,-12.369043,-11.757731,-12.369043,-12.369043,131,131
-11.757731,-12.824228,-12.824228,-11.757731,-12.824228,-12.824228,132,132
-11.757731,-13.093567,-13.093567,-11.757731,-13.093567,-13.093567,133,133
-11.757731,-12.545917,-12.545917,-11.757731,-12.545917,-12.545917,134,134
-11.757731,-12.985349,-12.985349,-11.757731,-12.985349,-12.985349,135,135
-11.757731,-12.905281,-12.905281,-11.757731,-12.905281,-12.905281,136,136
-11.757731,-13.452853,-13.452853,-11.757731,-13.452853,-13.452853,137,137
-11.757731,-12.80929,-12.80929,-11.757731,-12.80929,-12.80929,138,138
-11.757731,-13.168091,-13.168091,-11.757731,-13.168091,-13.168091,139,139
-11.757731,-13.60486,-13.60486,-11.757731,-13.60486,-13.60486,140,140
-11.757731,-13.107048,-13.107048,-11.757731,-13.107048,-13.107048,141,141
-11.757731,-12.855463,-12.855463,-11.757731,-12.855463,-12.855463,142,142
-11.757731,-13.258243,-13.258243,-11.757731,-13.258243,-13.258243,143,143
-11.757731,-12.64856,-12.64856,-11.757731,-12.64856,-12.64856,144,144
-11.757731,-13.110872,-13.110872,-11.757731,-13.110872,-13.110872,145,145
-11.757731,-12.872757,-12.872757,-11.757731,-12.872757,-12.872757,146,146
-11.757731,-12.484247,-12.484247,-11.757731,-12.484247,-12.484247,147,147
-11.757731,-12.752219,-12.752219,-11.757731,-12.752219,-12.752219,148,148
-11.757731,-12.676543,-12.676543,-11.757731,-12.676543,-12.676543,149,149
-11.757731,-12.694617,-12.694617,-11.757731,-12.694617,-12.694617,150,150
-11.757731,-13.4136095,-13.4136095,-11.757731,-13.4136095,-13.4136095,151,151
-11.757731,-12.889081,-12.889081,-11.757731,-12.889081,-12.889081,152,152
-11.757731,-12.471046,-12.471046,-11.757731,-12.471046,-12.471046,153,153
-11.757731,-12.587506,-12.587506,-11.757731,-12.587506,-12.587506,154,154
-11.757731,-12.3013735,-12.3013735,-11.757731,-12.3013735,-12.3013735,155,155
-11.757731,-13.0090275,-13.0090275,-11.757731,-13.0090275,-13.0090275,156,156
-11.757731,-12.823979,-12.823979,-11.757731,-12.823979,-12.823979,157,157
-11.757731,-12.156115,-12.156115,-11.757731,-12.156115,-12.156115,158,158
-11.757731,-12.981394,-12.981394,-11.757731,-12.981394,-12.981394,159,159
-11.757731,-13.827075,-13.827075,-11.757731,-13.827075,-13.827075,160,160
-11.757731,-12.97898,-12.97898,-11.757731,-12.97898,-12.97898,161,161
-11.757731,-12.865824,-12.865824,-11.757731,-12.865824,-12.865824,162,162
-11.757731,-13.569461,-13.569461,-11.757731,-13.569461,-13.569461,163,163
-11.757731,-12.798427,-12.798427,-11.757731,-12.798427,-12.798427,164,164
-11.757731,-13.006223,-13.006223,-11.757731,-13.006223,-13.006223,165,165
-11.757731,-12.815009,-12.815009,-11.757731,-12.815009,-12.815009,166,166
-11.757731,-12.982531,-12.982531,-11.757731,-12.982531,-12.982531,167,167
-11.757731,-13.001157,-13.001157,-11.757731,-13.001157,-13.001157,168,168
-11.757731,-12.726625,-12.726625,-11.757731,-12.726625,-12.726625,169,169
-11.757731,-13.106897,-13.106897,-11.757731,-13.106897,-13.106897,170,170
-11.757731,-12.400528,-12.400528,-11.757731,-12.400528,-12.400528,171,171
-11.757731,-12.423516,-12.423516,-11.757731,-12.423516,-12.423516,172,172
-11.757731,-13.476786,-13.476786,-11.757731,-13.476786,-13.476786,173,173
-11.757731,-12.331676,-12.331676,-11.757731,-12.331676,-12.331676,174,174
-11.757731,-12.941726,-12.941726,-11.757731,-12.941726,-12.941726,175,175
-11.757731,-13.239257,-13.239257,-11.757731,-13.239257,-13.239257,176,176
-11.757731,-12.539823,-12.539823,-11.757731,-12.539823,-12.539823,177,177
-11.757731,-12.882953,-12.882953,-11.757731,-12.882953,-12.882953,178,178
-11.757731,-13.044451,-13.044451,-11.757731,-13.044451,-13.044451,179,179
-11.757731,-13.107654,-13.107654,-11.757731,-13.107654,-13.107654,180,180
-11.757731,-13.585172,-13.585172,-11.757731,-13.585172,-13.585172,181,181
-11.757731,-12.823321,-12.823321,-11.757731,-12.823321,-12.823321,182,182
-11.757731,-13.411435,-13.411435,-11.757731,-13.411435,-13.411435,183,183
-11.757731,-12.689842,-12.689842,-11.757731,-12.689842,-12.689842,184,184
-11.757731,-12.64465,-12.64465,-11.757731,-12.64465,-12.64465,185,185
-11.757731,-13.019162,-13.019162,-11.757731,-13.019162,-13.019162,186,186
-11.757731,-12.702426,-12.702426,-11.757731,-12.702426,-12.702426,187,187
-11.757731,-12.7714205,-12.7714205,-11.757731,-12.7714205,-12.7714205,188,188
-11.757731,-12.431988,-12.431988,-11.757731,-12.431988,-12.431988,189,189
-11.757731,-13.126746,-13.126746,-11.757731,-13.126746,-13.126746,190,190
-11.757731,-13.207425,-13.207425,-11.757731,-13.207425,-13.207425,191,191
-11.757731,-12.824422,-12.824422,-11.757731,-12.824422,-12.824422,192,192
-11.757731,-12.862376,-12.862376,-11.757731,-12.862376,-12.862376,193,193
-11.757731,-12.432147,-12.432147,-11.757731,-12.432147,-12.432147,194,194
-11.757731,-12.509627,-12.509627,-11.757731,-12.509627,-12.509627,195,195
-11.757731,-12.659019,-12.659019,-11.757731,-12.659019,-12.659019,196,196
-11.757731,-12.860236,-12.860236,-11.757731,-12.860236,-12.860236,197,197
-11.757731,-12.46329,-12.46329,-11.757731,-12.46329,-12.46329,198,198
-11.757731,-12.158324,-12.158324,-11.757731,-12.158324,-12.158324,199,199
-11.757731,-13.3205385,-13.3205385,-11.757731,-13.3205385,-13.3205385,200,200
-11.757731,-12.640881,-12.640881,-11.757731,-12.640881,-12.640881,201,201
-11.757731,-12.902321,-12.902321,-11.757731,-12.902321,-12.902321,202,202
