max-path-return_agent_0,mean-path-return_agent_0,last-path-return_agent_0,max-path-return_agent_1,mean-path-return_agent_1,last-path-return_agent_1,episodes,total-samples
-12.906272,-13.545682,-13.545682,-12.906272,-13.545682,-13.545682,61,61
-12.906272,-13.309878,-13.309878,-12.906272,-13.309878,-13.309878,62,62
-12.906272,-13.655624,-13.655624,-12.906272,-13.655624,-13.655624,63,63
-12.906272,-13.789069,-13.789069,-12.906272,-13.789069,-13.789069,64,64
-12.871927,-12.871927,-12.871927,-12.871927,-12.871927,-12.871927,65,65
-12.871927,-13.861377,-13.861377,-12.871927,-13.861377,-13.861377,66,66
-12.871927,-14.621547,-14.621547,-12.871927,-14.621547,-14.621547,67,67
-12.871927,-14.65049,-14.65049,-12.871927,-14.65049,-14.65049,68,68
-12.871927,-13.5771055,-13.5771055,-12.871927,-13.5771055,-13.5771055,69,69
-12.871927,-13.790667,-13.790667,-12.871927,-13.790667,-13.790667,70,70
-12.871927,-13.490184,-13.490184,-12.871927,-13.490184,-13.490184,71,71
-12.871927,-13.702835,-13.702835,-12.871927,-13.702835,-13.702835,72,72
-12.871927,-13.648017,-13.648017,-12.871927,-13.648017,-13.648017,73,73
-12.871927,-13.447761,-13.447761,-12.871927,-13.447761,-13.447761,74,74
-12.871927,-13.229079,-13.229079,-12.871927,-13.229079,-13.229079,75,75
-12.871927,-14.100934,-14.100934,-12.871927,-14.100934,-14.100934,76,76
-12.871927,-14.149773,-14.149773,-12.871927,-14.149773,-14.149773,77,77
-12.871927,-14.661054,-14.661054,-12.871927,-14.661054,-14.661054,78,78
-12.871927,-14.0437,-14.0437,-12.871927,-14.0437,-14.0437,79,79
-12.871927,-14.281354,-14.281354,-12.871927,-14.281354,-14.281354,80,80
-12.871927,-14.019002,-14.019002,-12.871927,-14.019002,-14.019002,81,81
-12.871927,-13.575037,-13.575037,-12.871927,-13.575037,-13.575037,82,82
-12.871927,-13.652015,-13.652015,-12.871927,-13.652015,-13.652015,83,83
-12.871927,-13.81118,-13.81118,-12.871927,-13.81118,-13.81118,84,84
-12.871927,-13.538065,-13.538065,-12.871927,-13.538065,-13.538065,85,85
-12.871927,-13.594675,-13.594675,-12.871927,-13.594675,-13.594675,86,86
-12.871927,-14.269355,-14.269355,-12.871927,-14.269355,-14.269355,87,87
-12.871927,-13.804285,-13.804285,-12.871927,-13.804285,-13.804285,88,88
-12.871927,-13.829706,-13.829706,-12.871927,-13.829706,-13.829706,89,89
-12.871927,-14.909525,-14.909525,-12.871927,-14.909525,-14.909525,90,90
-12.871927,-14.5006485,-14.5006485,-12.871927,-14.5006485,-14.5006485,91,91
-12.871927,-14.405204,-14.405204,-12.871927,-14.405204,-14.405204,92,92
-12.871927,-14.171496,-14.171496,-12.871927,-14.171496,-14.171496,93,93
-12.871927,-13.846646,-13.846646,-12.871927,-13.846646,-13.846646,94,94
-12.871927,-14.443766,-14.443766,-12.871927,-14.443766,-14.443766,95,95
-12.871927,-13.299723,-13.299723,-12.871927,-13.299723,-13.299723,96,96
-12.871927,-13.732905,-13.732905,-12.871927,-13.732905,-13.732905,97,97
-12.871927,-13.523865,-13.523865,-12.871927,-13.523865,-13.523865,98,98
-12.871927,-13.949153,-13.949153,-12.871927,-13.949153,-13.949153,99,99
-12.871927,-13.49718,-13.49718,-12.871927,-13.49718,-13.49718,100,100
-12.871927,-13.966443,-13.966443,-12.871927,-13.966443,-13.966443,101,101
